¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Mujer,Entre 18 y 25 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Soy estudiante y la verdad que apesar q si cuento con la computadora la señal de Internet es muy mala y me cuesta mucho estar al dia con las tareas lo cual hace que mi dia a dia mi ansiedad aumente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:27:04 PM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:34:24 PM"
Prefiero no contestar,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,,,,"6/29/2020, 8:41:06 PM"
Mujer,Menor de 18 años,Otra provincia,Río negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:45:01 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Chaco,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Caminar,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Pesima,,"6/29/2020, 10:53:37 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:02:43 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:04:11 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba ,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Dueña de un bar,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aumenta la circulación del virus,,"6/29/2020, 11:23:25 PM"
Mujer,Menor de 18 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:48:38 PM"
Mujer,Menor de 18 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:50:27 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Tuve que dejar de trabajar y me echaron,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No me parece que se circule en entre provincias ,,"6/29/2020, 11:54:03 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:56:15 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Poca circulación y control estricto ,,"6/30/2020, 12:40:06 AM"
Mujer,Menor de 18 años,Otra provincia,Río negro ,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:42:13 AM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,Chivilcoy,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,,,,"6/30/2020, 1:43:25 AM"
Mujer,Entre 18 y 25 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo","Trabajo en negro, sin actividad desde Marzo y estudio parado por imposibilidad de hacer tramites administrativos ",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Solo por necesidad, no por turismo o mudanza.",,"6/30/2020, 4:57:22 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Rio 4.Cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama d casa,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Buena.,,"6/30/2020, 11:36:48 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 12:06:03 PM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Es una actividad no esencial pero me hacen ir igual. Tengo un hijo. Cuando pedi home office me dijeron que tengo que ir porque estaban evaluando los puestos de trabajo. ..,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si la gente se sigue cuidando no veo el porque seguir parando la economia ..que todo se vaya normalizando gradualmente ,,"6/30/2020, 12:17:17 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:17:05 PM"
Mujer,Entre 36 y 45 años,Otra provincia,Chubut,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:49:43 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Río Negro,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:53:04 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Debo hacer las compras una vez a la semana ...mi marido trabaja haciendo changas la verdad no estamos muy bien económicamente ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Creo que si no nos dejan transitar con libertad para trabajar es algo loco dejar transitar entre provincia estaría bien que gente del gobierno se ocupe de la alimentación de las provincias ect,,"6/30/2020, 5:45:32 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Santiago del Estero ,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 5:57:28 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Desocupa estudiando,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Por el momento,no creo que se pueda",,"6/30/2020, 9:32:55 PM"
,Más de 66 años,Otra provincia,mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"ama de casa .jubilada  me entretengo tejiendo, y tareas de csa-- ",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,la mayoria que ingreso estaban contagiados....LOSunicos que deben circular son los tramportistas que nos traen alimentos ,,"6/30/2020, 10:38:24 PM"
Mujer,Entre 26 y 35 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:35:27 PM"
Mujer,Menor de 18 años,Otra provincia,Chaco,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Estudio la secundaria ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:02:03 AM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:16:05 AM"
Mujer,Entre 18 y 25 años,Otra provincia,La pampa,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:18:17 AM"
Mujer,Entre 18 y 25 años,Otra provincia,La pampa,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:18:25 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Traslado del VIRUS ,,"7/1/2020, 1:21:52 AM"
Mujer,Menor de 18 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:48:57 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo","Estudio , y al estar todos en casa nunca encuentro lugar para realizar mis tareas y me atrazo constantemente",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Circulación abierta a todos los distritos donde nunca se han detectado casos positivos de covid_19 desde el comienzo de la pandemia,,"7/1/2020, 1:58:28 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:00:21 AM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:05:18 AM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Limpio juego con mis hijos y trato de llevar la cuarentena lo mejor posible siempre en casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No me parece nada bueno que salgan,,"7/1/2020, 2:22:24 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","Estudiar On line tiene sus desventajas. Mucha gente no dispone de recursos para poder ver y escuchar sus clases On line. Además se perdió mucho contenido súper importante, ya que eso solo se obtiene de manera presencial. Definitivamente ya no va ésta cuarentena. Además de que ni trabajar se puede. Desastre!",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Si. Estoy de acuerdo. Con recaudos. Pero la actividad turística es necesaria. Que los medios de comunicación dejen de meter miedo e infundir el pánico que le piden que muestren en sus noticias.,,"7/1/2020, 2:54:33 AM"
Mujer,Entre 18 y 25 años,Otra provincia,la Rioja ,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",estoy estudiando aunque los profesores mandan tarea hasta los días domingos y es imposible hacer todo a tiempo ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,si hay circulación entre provincias los casos van a aumentar,,"7/1/2020, 6:19:35 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Estudio programación ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Debe haber aislamiento estricto hasta que baje la cantidad de casos y pueda controlarse la situación ,,"7/1/2020, 9:32:32 AM"
Mujer,Más de 66 años,Otra provincia,San Juan,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Realizó cualquier trámite o compra vía on-line  y salgo sólo alguna compra  para alimentos cerca de mi domicilio ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Gracias a Dios, a la cuarentena y las medidas sobre transporte y demás, en San Juan no tenemos circulación de covid 19. Además  tratamos de cuidarnos entre todos.",,"7/1/2020, 1:07:09 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:12:26 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Perdi el empleo por la cuarentena.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:23:43 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Neuquen ,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online","Estoy estudiando en la facultad y se me dificulta para rendir parciales y finales, el rendimiento no es bueno.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Estoy varada en La Plata Buenos Aires sin poder volver con mi familia a San martin de los Andes y no obtengo respuestas.,,"7/1/2020, 1:44:10 PM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,trabajo de niñera ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:02:56 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:04:09 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Circular entre las que no tienen casos de covid,,"7/2/2020, 10:49:55 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:01:13 PM"
Mujer,Entre 26 y 35 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Docente sin trabajo.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Muy mal ,,"7/2/2020, 1:35:51 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Jujuy,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy estilista y no puedo atender en mi peluqueria cada día hay más infectados en jujuy ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Que solo se pueda viajar entre provincias que no tengo coronavirus,,"7/2/2020, 1:40:53 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Terminando el ultimo año de secundaria.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:54:25 PM"
Mujer,Entre 56 y 65 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Xxx,,Quien va a farmacia .no hay médico y el banco.yy muchas cosas más no.e la hace kicilio o Berni,,"7/2/2020, 3:10:16 PM"
Mujer,Entre 18 y 25 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Me aburro  estar encerrada en mi casa 👎,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Me parece bien ,,"7/2/2020, 3:52:56 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Se tansmite más rápido la propagación del virus,,"7/2/2020, 4:33:27 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","Me parece que se equivocó Alberto,nos encerró muy pronto y ahora no nos alcanza la plata.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Ya está ,no podemos estar más encerrados,esto no es Venezuela",,"7/2/2020, 5:34:11 PM"
Mujer,Entre 26 y 35 años,Otra provincia,Misiones,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Hoteleria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Esta buenísimo siempre y cuando se tomen las precauciones necesarias...,,"7/2/2020, 6:00:54 PM"
Mujer,Entre 26 y 35 años,Otra provincia,Entre Rios,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Estoy de acuerdo con las medidas necesarias... Limpieza sanitizacion y tapaboca,,"7/2/2020, 6:58:11 PM"
Mujer,Entre 26 y 35 años,Otra provincia,Cordoba,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Mis hijos estudian,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Mala nos ponemos todos en riesgo,,"7/2/2020, 8:08:51 PM"
Mujer,Entre 18 y 25 años,Otra provincia,Santiago del estero ,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:11:02 PM"
Mujer,Entre 26 y 35 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Empleada de comercio,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:29:24 PM"
Mujer,Entre 26 y 35 años,Otra provincia,Mendoza ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Analista de laboratorio eno bodega ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Si se habilitan las circulaciones esto va a desencadenar al contagio comunitario y a q colapse rápidamente el sistema de salud,,"7/2/2020, 11:29:36 PM"
Mujer,Entre 26 y 35 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo rural,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Me parece un poco riesgoso en estos momentos,,"7/2/2020, 11:38:12 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,Neuquén,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:42:48 PM"
Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,La actividad que haga son varias ya que soy mama,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,seria que tendria que haber mas controles.menos gentes ya que se cansaron del encierro y salen todo pero hazi no se va acabar mas este tema,,"7/2/2020, 11:45:01 PM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Terminó el secundario,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:02:00 AM"
Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Pastelería artesanal en la ciudad de La Plata @tequierodulce.lp,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:47:38 AM"
Mujer,Entre 26 y 35 años,Otra provincia,Corrientes,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Termine mí carrera pero necesito hacer mí pasantía la cual fue suspendida como todas las actividades académicas por la pandemia. Sin pasantía no puedo tramitar el título y sin título no tengo trabajo. Mañana me suicido,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesaria y más en provincias donde no hay circulación comunitaria del virus,,"7/3/2020, 3:11:43 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"TV No porque llevarian el virus de una provincia a otra,se propagaria mucho mas.",,"7/3/2020, 4:25:56 AM"
Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hay que evitar la circulación del virus ,,"7/3/2020, 6:04:52 AM"
