¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 6:16:09 PM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",particular por mi cuenta,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es imposi ble ahora,,"6/28/2020, 6:24:06 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Profesional independiente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario para la economía del país,,"6/28/2020, 6:29:04 PM"
Hombre,Entre 56 y 65 años,Otra provincia,CÓRDOBA A,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",D DOCENTE ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Necesario con controles bien realizados y seguimiento,,"6/28/2020, 7:05:41 PM"
Hombre,Entre 56 y 65 años,Otra provincia,neuquen,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 7:44:59 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Cordoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Soy electricista y vivo de changas y se cortaron mucho,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Si se tiene cuidados y van entre provincias blancas esta bien,,"6/28/2020, 8:09:59 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Rio negro,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Changas de todo un poco pero muy dificil,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No debe ser permitida hasta que pase la pandemia incluidos los politicos,,"6/29/2020, 7:43:09 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Sfe,La cuarentena sigue siendo muy necesaria,,,,Flota en el aire el virus no cae al piso y puede ser impulsado por el viento a otras ciudades muy lejanas ,,"6/29/2020, 7:55:16 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Soy pintor ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 7:56:58 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,Trabajé cuando pude hacerlo,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:03:17 PM"
,,,,,,,,,,"6/29/2020, 8:18:41 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:19:57 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Soy un laburante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:46:50 PM"
Hombre,Entre 56 y 65 años,Otra provincia,San Juan,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:55:43 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:15:37 PM"
Hombre,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:29:57 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy consultor de esatdistica educativa y reclutador remoto.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo entre provincias con muy pocos casos y tomando las medidas de control del caso.,,"6/29/2020, 9:31:54 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Turismo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con mucho control sería bueno. ,,"6/29/2020, 9:36:27 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:44:02 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Actividad esencial. Financiera,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Debe establecerse un bloqueo al AMBA dado el inadecuado comportamiento de parte de sus habitantes,,"6/29/2020, 9:48:44 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Trabajo de cuentapropista. Sector servicios,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Mo se puede cerrar la circulación. Hay que controlarla pero no prohibirla,,"6/29/2020, 9:51:12 PM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy una persona operado del corazon x ende estoy encerrado.cuidandome y mi familia me ayuda a poder comer lo que si...ya se hace muy dificil poder comprar alimentos pagar los impuestos e.t.c,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Y lo unico que opino es que mientras familias puedan comer se seguira pero si no tienen para comer es imposible quedarse en casa,,"6/29/2020, 9:51:21 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:58:05 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Visitador médico,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 10:03:13 PM"
Mujer,Entre 36 y 45 años,Otra provincia,Chubut,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",docencia sin sueldo ni internet,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,n,,"6/29/2020, 10:07:19 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Trabajo en logística, estoy parado",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Mientras se tomen los recaudos necesarios, distanciamiento, tapa boca, etc., sería conveniente",,"6/29/2020, 10:13:40 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Formosa ,La cuarentena ya no es tan necesaria,,Trabajo en mi casa... tengo un emprendimiento autónomo ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"No hay insumos, no hay materiales si esto sigue se para todo",,"6/29/2020, 10:24:47 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 10:38:52 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hasta que no se aplane la curva no es conveniente,,"6/29/2020, 10:58:46 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Lamentablemente., la gente es muy irresponsable y no mantiene ni respeta de las medidas de seguridad sugeridas en esta pandemia.",,"6/29/2020, 11:13:23 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Desocupado por la pandemia,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias, Lo que sea esencial,,"6/29/2020, 11:19:02 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No debería dejarse circular si una de las provincias tiene alto nivel de contagio porque perjudicaría a la de menor contagio,,"6/29/2020, 11:24:18 PM"
Hombre,Entre 46 y 55 años,Otra provincia,jujuy,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",ordeno y arreglo mi casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,se tienen q dejar de circular,,"6/29/2020, 11:24:52 PM"
Otro,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Hacerme la paja sin ganas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Son todos putos, pero los cordobeses se tragan la leche",,"6/29/2020, 11:36:25 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy enfermero retirado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Siempre y cuando se intencifiquen los controles y se tomen las medidas pertinentes al caso, y sanciones ejemplares a ciudadanos que no las cumplan y mucho más a funcionarios encargados de hacerlas cumplir",,"6/30/2020, 12:23:49 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",La policia y los de enfermería. Defensa Civil .el gobierno y municipales  son impunes ala pandemia ... mientras yo me estoy en casa ,,,,"6/30/2020, 12:35:08 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Catamarca ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 12:46:43 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy empleado en una empresa no esencial.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Se debería mantener una especie de restricción de circulación entre provincias ya que algunas tienen muy bajo el tema del contagio y podrían ser damnificadas si hubiera libre circulación.,,"6/30/2020, 1:16:07 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Soy chofer de combis,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Me parece muy bien,,"6/30/2020, 1:26:28 AM"
Hombre,Entre 56 y 65 años,Otra provincia,santa fe,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",profesional independiente de la construccion,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,aislamiento en provincias con casos mayor que un cierto numero y crecimiento,,"6/30/2020, 1:47:24 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Río negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy docente y trabajo en forma virtual con los estudiantes. ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Si existen los controles Inter provinciales con la salud, motivos del ingreso a otras provincias referido a esta pandemia se podría circular.",,"6/30/2020, 1:47:32 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Venta comercio,  esa es mi actividad, y puedo asegurar el descontrol e irresponsabilidad del ciudadano.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Con los próximos brotes de enfermedades respiratorios por el invierno, esto puede ser un caos.",,"6/30/2020, 1:49:48 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Entre Rios,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en Salud Mentql y lamentablemente no tengo el privilegio de poder quedarme en casa .Debo arriesgar mi salud por mi vocación.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Pienso que los que pretenden vivir como si el virus no existiese son tan cómplices como los que vivían como si el genocidio del proceso militar no hubiera existido, con la gravedad que desde 1976 a 1982 hubo 30mil desaparecidos, y en Brasil en 4 meses más de 52 mil. Esto transformó el virus en Brasil en un genocidio ",,"6/30/2020, 5:00:49 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 6:16:01 AM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 6:36:54 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Empleado de comercio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Es necesario, intercambio de bienes y servicios",,"6/30/2020, 7:35:30 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es muy necesaria para que lleguen alimentos insumos etc,,"6/30/2020, 8:58:39 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,endeudado cada día mas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,los políticos viajan entre provincias llevando nuestro dinero xq no lo podemos hacer nosotros? vean la cantidad de aviones y helicópteros que circulan,,"6/30/2020, 9:16:29 AM"
Hombre,Entre 46 y 55 años,Otra provincia,entre rios,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:08:46 AM"
Hombre,Entre 56 y 65 años,Otra provincia,Santa fe ,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los cuidados necesarios por la economía ,,"6/30/2020, 10:53:01 AM"
Hombre,Entre 46 y 55 años,Otra provincia,La Pampa,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Mecánico EMPRESA transporte,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Siguiendo todos los protocolos,,"6/30/2020, 11:35:16 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Profecional independiente ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 12:04:10 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Primero entre ciudades de una misma provincia.......y luego de meses a otras provincias,,"6/30/2020, 12:11:12 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Gastronomia,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Respetando protocolos y controles,,"6/30/2020, 12:27:25 PM"
Hombre,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Desocupado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Necesario solo por trabajo. ,,"6/30/2020, 1:01:26 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",SOY HERRERO Y NUNCA HABILITARON,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:17:26 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Santa fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Material para corralobes,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aislar laa pcia de bsas chaco y entre rios completamente ,,"6/30/2020, 1:23:26 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Trámite de jubilación ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:42:12 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Remisero,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,X q todavia esta latente el contaguio ,,"6/30/2020, 1:47:32 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Porque no es actividad esencial.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Depende del nivel epidemiológico de ellas.,,"6/30/2020, 1:48:11 PM"
Hombre,Entre 46 y 55 años,Otra provincia,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Inmobiliaria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:54:33 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Cordoba,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Soy gasista y Herrero y la pandemia paralizó todas las obras,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Creo que las provincias deberían arreglarse con sus propios productos hasta que pase la pandemia.. ,,"6/30/2020, 2:05:37 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Empleado municipal,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"La transmisión del virus, cualquiera puede ser portador y expandir la pandemia.",,"6/30/2020, 2:32:26 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",En el trabajo no hay protocolo sanitario,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solo provincias sin casos,,"6/30/2020, 2:37:00 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es un derecho!!,,"6/30/2020, 3:02:25 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Reparo máquinas cortacésped en campos de golf , hace 100 días no trabajo",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Creo que hay que blindar no solo provincias sino también municipios , nadie entra ni sale quien sea esencial que le den hospedaje en cercanía de su trabajo , así los lugares libres de virus pueden retornar a la normalidad",,"6/30/2020, 3:42:57 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Viajante,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Tendriamos que vontrolar mas.la circulacion,,"6/30/2020, 3:43:22 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Entre Ríos,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online","Periodista, pero no puedo trabajar como mago.",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Puede haber ciertos contoles.,,"6/30/2020, 3:59:08 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Necesaria ,,"6/30/2020, 4:32:54 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Córdoba ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Panadería rubro esencial ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"El amba y caba están demasiado complicadas, no es conveniente que ese sector circule x el resto del país.",,"6/30/2020, 5:31:23 PM"
Hombre,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Profesor Universitario. Consultor. Profesional independiente.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Debe permitirse con los controles de salud necesarios.,,"6/30/2020, 7:03:24 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Educación . Profesional independiente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 7:08:02 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Distribucion energia eléctrica ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Solo podrían circular camiones transportando mercadería,,"6/30/2020, 7:20:31 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Esto es un disparate ya no es cuarentena es manejarle la vida a la gente es un orden politico si se empezo tan temprano para no llegar a esto y se llego a esto es xq hay un orden de manipuliar a la gente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No por el momento dejen q otras provincias se lberen aca hasta q no terminen con esto no hay que ir a otras provincias,,"6/30/2020, 7:26:58 PM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 7:40:51 PM"
Hombre,Entre 46 y 55 años,Otra provincia,cordoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,estoy recién operado no puedo trabajar,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,tomando conciencia no va a haber contagios,,"6/30/2020, 8:04:23 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Chofer remis,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Bien,,"6/30/2020, 8:20:30 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:42:49 PM"
Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:58:43 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 9:14:35 PM"
