¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Hombre,Entre 36 y 45 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en oficina servicio esencial y dar clases online ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los cuidados necesarios ,,"6/30/2020, 8:51:09 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Independiente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 9:09:44 PM"
Hombre,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Soy docente y trabajo desde casa pero no es lo mismo porque además de las demandas del trabajo debo atender las de la casa y se hace extenuante.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 9:11:16 PM"
Prefiero no contestar,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es importante que nos cuidemos,,"6/30/2020, 9:14:05 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 9:35:35 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Ago changas,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:06:17 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Santa fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy estudiante de medicina y además hago colocación de inyectables a domicilio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Se puede hacer siempre y cuando se tengas los controles y recaudos sanitarios,,"6/30/2020, 10:09:09 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Policía,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:19:37 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:20:52 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:21:05 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:39:37 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Esencial ,,"6/30/2020, 11:49:32 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:56:29 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Chaco,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Estudio online y seguí asistiendo en forma presencial a mi trabajo que es el mantenimiento del servicio eléctrico.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Absolutamente nadie tiene el derecho a privarnos de nuestra libertad. ,,"7/1/2020, 12:00:05 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Tucumán ,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Abogado ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Sólo entre provincias sin infectados ,,"7/1/2020, 12:06:36 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:21:04 AM"
Prefiero no contestar,Menor de 18 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:33:42 AM"
Hombre,Entre 26 y 35 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Cocinero con titulo  Desocupado por el momento,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:59:45 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Acompañante Terapéutico,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Bien el problema no es la circulación sino la falta de obras en salud,,"7/1/2020, 1:00:04 AM"
Hombre,Entre 36 y 45 años,Otra provincia,La Pampa ,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Viajante,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Positivo ,,"7/1/2020, 1:53:24 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Inspección,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No es el momento de permitir la circulación de particulares salvo que los mismos se aislen durante siete días,,"7/1/2020, 1:56:14 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:17:32 AM"
Hombre,Entre 26 y 35 años,Otra provincia,Cordoba,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Atencion al publico,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Eso tendria que esperar un tiempo mas,,"7/1/2020, 5:31:25 AM"
Hombre,Entre 46 y 55 años,Otra provincia,Neuquén,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Empleado publico,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:39:34 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Responsable de gestion de calidad,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Las provinciasxestan bien gestionadas, el problema está en la provincia de Buenos Aires por la mala administracion.",,"7/1/2020, 9:19:21 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Médico veterinario ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Las provincias con muchos casos deben estar aisladas del resto. Para ingresar a una provincia sin casos se debería hacer cuarentena de 14 dias o ser sometido a la pcr.,,"7/1/2020, 10:45:27 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Salta capital ,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Trabajo empresa de ascensores estoy en hospital materno en mantenimiento ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Salta capital y su alrededores no tiene  contagio comunitario y son pocos l9s casos .sólo tiene repatriados. Salvo lo que está pasando oran y tartagal que están cerca de fronteras con Bolivia ,,"7/1/2020, 11:47:26 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Soy mecánico ..y a distancia no se reparan los autos.. ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Tiene que haber circulación la gente necesita trabajar... Nos encerraron 3 meses y ahora con esto es más para controlar que para prevenir.. ,,"7/1/2020, 12:37:05 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Administración ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Nop,,"7/1/2020, 1:12:00 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Me quedé sin trabajo! Tuve que cerrar mí pequeña agencia de viajes que empecé hace 4 años.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya basta de mentira! Tuvieron tiempo suficiente para aplanar la curva! El virus no se va a ir así como no sé fue el de la gripe y está todos los años ,,"7/1/2020, 3:32:31 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Técnico ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 4:02:52 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Neuquén,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Desempleado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Control entre provincias,,"7/1/2020, 4:14:51 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 4:19:26 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Cordoba,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Comercio calzados ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Quiero ver mis familiares,,"7/1/2020, 4:45:25 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Tomando los recaudos necesarios para prevenir el contagio deberíamos poder viajar sin problemas. Un papel (permiso de circulación) que haces por internet no te hace inmune,,"7/1/2020, 5:23:57 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Santa fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Construccion ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Peligro contagio,,"7/1/2020, 7:01:45 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Más del 70% de pérdidas . viajante,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Normalidad,,"7/1/2020, 7:41:10 PM"
Hombre,Entre 26 y 35 años,Otra provincia,La pampa ,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Trabajo de cadeteria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Tiene que aver más controles ,,"7/1/2020, 7:42:05 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Entre rios,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Telecomunicaciones ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Hay que evitar la circulación entre provincias más y menos afectadas,,"7/1/2020, 7:54:15 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:57:03 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,Bs.as,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy camionero reparto alimentos ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Ojala x ahora no ,,"7/1/2020, 8:37:45 PM"
Hombre,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Puede llevar el virus de un lado a otro,,"7/1/2020, 8:45:03 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Soy personal de admisión en boliches,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:08:18 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Neuquen ,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Contratista ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Dentro de las provincias que se pueda circular estaría bien pero sin restricciones ,,"7/1/2020, 9:17:51 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Chaco,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Produccion fabril,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:19:12 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:02:43 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Jujuy ,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Venta de maquinaria agrícola independiente ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Solo transportes necesarios y solo descargan en playas de transferencias desinfectando todo ,,"7/1/2020, 10:26:23 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:29:53 PM"
Hombre,Entre 46 y 55 años,Otra provincia,Chaco,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:11:53 AM"
Hombre,Entre 26 y 35 años,Otra provincia,Cordoba,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:08:49 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Chofer de remis,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Tenemos que recuperar la libertad,,"7/2/2020, 3:24:47 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Formosa ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Muy mal ,,"7/2/2020, 6:43:38 AM"
Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:27:37 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Corrientes,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Trabajo y estudio de formanremita pero en ocasiones tengo que asistir por algún motivo. No me molesta ya que si hubiera estado en una empresa privada tendría que ir me guste o no.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Siempre y cuando las provincias a la que se vaya sea una con bajo riesgos de contagios y en el trayecto se mantengan las precauciones necesarias. Se necesita que la economía se active con el turismo y la visita de personas queridas,,"7/2/2020, 9:09:45 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Corrientes ,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:49:13 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en un puerto,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,No estoy de acuerdo porque se traslada el virus,,"7/2/2020, 11:03:00 AM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Hobrero de la construccion,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Está bien si ellos isieron las cosas bien nosotros no ,,"7/2/2020, 11:24:45 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Seguridad aeroportuaria en aviacion civil y peocteccion de edificios público y personas físicas . fisocas,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo excepción tranportes alimenticoo hasta que final8ce la pandemia . ,,"7/2/2020, 12:56:30 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Cordoba ,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:30:42 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Esta mal asi se puede propagar mas el virus ,,"7/2/2020, 3:29:53 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo con los controles necesarios,,"7/2/2020, 3:50:44 PM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 5:22:13 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Somos libres,,"7/2/2020, 7:39:34 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Profesor ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:41:06 PM"
Hombre,Entre 36 y 45 años,Otra provincia,Santiago del Estero,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:11:59 PM"
Hombre,Entre 26 y 35 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo","Soy pintor, y no pude trabajar desde hace más de 100 dias",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:37:47 PM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Soy paciente de riesgo, por lo que no trabajo. Me abonan el 70 % del sueldo. Y estudio online termina la secundaria adultos 2000",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Por el momento no se debe tomar un riesgo como ese,,"7/2/2020, 9:13:08 PM"
Hombre,Entre 26 y 35 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Producción de indumentaria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es necesario pero peligroso,,"7/2/2020, 10:19:10 PM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,Soy personal esencial ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:49:32 PM"
Hombre,Entre 26 y 35 años,Otra provincia,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:30:15 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 8:40:22 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Jujuy,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en: taller de reparación de carrocería..,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Pienso que por el momento no sería lo ideal sobre todo las provincias más afectadas.,,"7/3/2020, 8:43:38 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",rural,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,como santa fe y bsaires,,"7/3/2020, 9:05:23 AM"
Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Farmacia,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Necesaria,,"7/3/2020, 9:18:41 AM"
Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Atención de llamados telefónicos y atención por página online,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Me parece que la circulación entre provincia va acelerar más el pico de contagio del covid 19,,"7/3/2020, 9:31:26 AM"
Hombre,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,I,,"7/3/2020, 10:01:46 AM"
Hombre,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo","Gastronómico, estamos en ruinas, esto no se banca mas",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Me importa un huevo, hay que laburar, es la única que sirve",,"7/3/2020, 10:16:44 AM"
Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Crítico,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 10:41:50 AM"
Hombre,Entre 36 y 45 años,Otra provincia,Santa fe,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 11:00:46 AM"
